,Date,P,PrA,T,UR,VV
0,2008-06-06,0.0,886.5,21.1,51.66666666666666,3.1333333333333333
1,2008-06-07,0.0,887.0375,19.45833333333333,56.458333333333336,3.5375
2,2008-06-08,0.0,886.7833333333333,19.09583333333333,58.75,4.383333333333334
3,2008-06-09,0.0,886.3416666666667,18.7,67.58333333333333,4.033333333333333
4,2008-06-10,0.0,885.0124999999999,18.529166666666665,67.83333333333333,2.3291666666666666
5,2008-06-11,0.0,885.2666666666668,19.820833333333333,58.208333333333336,2.325
6,2008-06-12,0.0,886.4125,19.279166666666665,58.41666666666666,4.345833333333333
7,2008-06-13,0.0,885.6041666666666,18.9375,57.708333333333336,3.704166666666667
8,2008-06-14,0.0,883.8000000000001,18.370833333333334,63.208333333333336,3.2875
9,2008-06-15,0.0,884.3000000000001,17.825,59.5,1.9958333333333331
10,2008-06-16,0.0,885.0,18.1875,62.583333333333336,2.145833333333333
11,2008-06-17,0.0,885.3791666666666,15.720833333333331,83.375,6.125
12,2008-06-18,0.0,884.9166666666666,16.520833333333332,76.41666666666667,2.975
13,2008-06-19,0.0,884.5833333333334,17.175,74.375,2.845833333333333
14,2008-06-20,0.0,884.3833333333333,17.670833333333334,64.70833333333333,2.6125000000000003
15,2008-06-21,0.0,883.2083333333334,18.55,59.083333333333336,1.4166666666666667
16,2008-06-22,0.0,883.5541666666667,19.491666666666667,57.875,1.6791666666666665
17,2008-06-23,0.0,885.5875,18.745833333333334,71.25,4.4750000000000005
18,2008-06-24,0.0,887.3833333333333,16.716666666666665,81.45833333333333,4.175
19,2008-06-25,2.4,886.5749999999999,16.5125,79.20833333333333,3.6625
20,2008-06-26,0.0,887.0541666666667,15.079166666666666,73.95833333333333,7.070833333333333
21,2008-06-27,0.0,888.5625,14.9625,73.33333333333333,5.216666666666667
22,2008-06-28,0.0,888.9875000000001,14.758333333333333,75.25,4.7875000000000005
23,2008-06-29,0.0,888.0666666666666,16.029166666666665,72.625,4.716666666666667
24,2008-06-30,0.0,887.3916666666668,17.016666666666666,62.375,3.720833333333333
25,2008-07-01,0.0,887.7541666666666,18.70833333333333,47.41666666666666,3.5875
26,2008-07-02,0.0,888.1416666666668,17.912499999999998,61.708333333333336,4.058333333333334
27,2008-07-03,0.0,886.975,17.541666666666668,67.83333333333333,3.725
28,2008-07-04,0.0,885.3083333333334,17.3,63.41666666666666,3.125
29,2008-07-05,0.0,886.3708333333334,17.179166666666667,62.0,4.245833333333334
30,2008-07-06,0.0,887.8208333333333,16.416666666666668,67.0,4.708333333333333
31,2008-07-07,0.0,888.3625000000001,15.379166666666668,59.29166666666666,3.458333333333333
32,2008-07-08,0.0,887.35,14.833333333333334,64.33333333333333,3.4125
33,2008-07-09,0.0,887.2916666666666,13.991666666666667,66.83333333333333,3.9875
34,2008-07-10,0.0,888.9791666666666,15.358333333333334,67.875,3.7541666666666655
35,2008-07-11,0.0,890.4416666666666,16.229166666666668,67.41666666666667,6.1625000000000005
36,2008-07-12,0.0,889.7125,15.429166666666667,64.83333333333333,6.2375
37,2008-07-13,0.0,888.0500000000001,15.095833333333331,59.625,4.3625
38,2008-07-14,0.0,888.0208333333334,14.85,57.91666666666666,3.8625
39,2008-07-15,0.0,889.5375,15.641666666666666,58.75,3.925
40,2008-07-16,0.0,889.7166666666667,14.3375,63.91666666666666,2.75
41,2008-07-17,0.0,887.0208333333334,14.758333333333333,58.125,2.3833333333333333
42,2008-07-18,0.0,885.8291666666668,15.8375,56.29166666666666,2.0416666666666665
43,2008-07-19,0.0,886.0625,18.216666666666665,45.75,1.8958333333333333
44,2008-07-20,0.0,886.5500000000001,19.754166666666663,43.208333333333336,3.845833333333333
45,2008-07-21,0.0,886.7333333333332,18.133333333333333,53.833333333333336,5.2375
46,2008-07-22,0.0,886.6416666666668,17.004166666666666,59.375,4.566666666666666
47,2008-07-23,0.0,885.7791666666667,18.070833333333333,51.91666666666666,1.7083333333333333
48,2008-07-24,0.0,885.5625,19.679166666666667,43.083333333333336,1.975
49,2008-07-25,0.0,885.5166666666668,19.966666666666665,40.625,2.1583333333333337
50,2008-07-26,0.0,886.4083333333333,19.2625,56.458333333333336,4.316666666666666
51,2008-07-27,0.0,888.0291666666667,17.400000000000002,67.25,5.904166666666666
52,2008-07-28,0.0,888.4541666666668,18.204166666666666,51.25,4.420833333333333
53,2008-07-29,0.0,886.9499999999999,17.404166666666665,41.0,3.883333333333333
54,2008-07-30,0.0,885.2583333333333,17.354166666666668,46.625,3.6291666666666655
55,2008-07-31,0.0,884.9416666666666,18.0625,52.16666666666666,3.283333333333333
56,2008-08-01,0.0,884.8125,18.3625,52.083333333333336,3.7708333333333335
57,2008-08-02,0.0,883.0875,18.804166666666667,53.29166666666666,3.404166666666667
58,2008-08-03,0.0,881.7166666666667,20.27083333333333,45.41666666666666,2.5458333333333334
59,2008-08-04,0.0,882.7416666666667,19.879166666666663,59.125,2.7458333333333336
60,2008-08-05,4.8,885.2958333333332,18.6375,75.75,4.7875000000000005
61,2008-08-06,0.2,885.4208333333332,19.75,69.41666666666667,4.1125
62,2008-08-07,0.0,884.9791666666666,19.85,68.29166666666667,5.158333333333333
63,2008-08-08,0.0,884.6416666666668,20.4625,56.91666666666666,2.25
64,2008-08-09,0.0,885.4416666666666,20.570833333333333,63.333333333333336,5.1625
65,2008-08-10,0.0,885.2375000000001,19.166666666666668,63.5,4.033333333333333
66,2008-08-11,0.0,885.5083333333333,18.775,69.79166666666667,6.258333333333333
67,2008-08-12,0.0,885.8333333333334,18.925,62.25,5.4125000000000005
68,2008-08-13,0.0,886.1374999999999,19.508333333333333,54.91666666666666,5.141666666666667
69,2008-08-14,0.0,887.3166666666666,18.191666666666663,59.16666666666666,5.420833333333333
70,2008-08-15,0.0,887.5375,17.783333333333335,60.75,5.191666666666666
71,2008-08-16,0.0,886.3916666666668,18.6875,59.41666666666666,4.108333333333333
72,2008-08-17,0.0,885.8249999999999,18.129166666666663,60.25,5.441666666666666
73,2008-08-18,0.0,886.3541666666666,18.429166666666667,57.083333333333336,5.2875000000000005
74,2008-08-19,0.0,886.85,17.6875,55.04166666666666,4.55
75,2008-08-20,0.0,886.2166666666667,17.266666666666666,58.833333333333336,3.7083333333333335
76,2008-08-21,0.0,885.6916666666666,17.941666666666666,57.16666666666666,3.783333333333333
77,2008-08-22,0.0,884.9375,19.1125,48.708333333333336,4.266666666666667
78,2008-08-23,0.0,886.6916666666666,19.10833333333333,47.875,4.033333333333333
79,2008-08-24,0.0,887.4625,18.133333333333333,64.91666666666667,4.045833333333333
80,2008-08-25,0.0,886.3958333333334,18.29583333333333,63.75,4.220833333333333
81,2008-08-26,0.0,884.8458333333333,19.25,53.583333333333336,2.895833333333333
82,2008-08-27,0.0,883.2041666666668,21.554166666666664,34.541666666666664,3.4916666666666667
83,2008-08-28,0.0,882.4499999999999,20.73333333333333,44.75,3.8083333333333336
84,2008-08-29,0.0,882.3833333333333,21.6625,44.458333333333336,3.529166666666667
85,2008-08-30,17.0,882.2833333333333,20.129166666666663,57.375,6.55
86,2008-08-31,4.0,884.3916666666668,15.633333333333333,75.66666666666667,5.616666666666667
87,2008-09-01,0.0,885.2208333333333,17.087500000000002,61.625,5.429166666666667
88,2008-09-02,0.0,884.3625000000001,19.254166666666663,48.583333333333336,4.091666666666667
89,2008-09-03,0.0,884.35,19.241666666666667,42.375,4.2875000000000005
90,2008-09-04,0.0,884.0041666666666,21.54583333333333,34.375,3.045833333333333
91,2008-09-05,0.0,883.3291666666668,23.125,30.75,4.5
92,2008-09-06,0.0,883.8333333333334,23.291666666666668,34.375,3.8083333333333336
93,2008-09-07,0.0,885.1458333333334,24.5125,35.958333333333336,3.0375
94,2008-09-08,0.0,886.2875,23.525,45.375,5.316666666666667
95,2008-09-09,0.0,886.9041666666667,20.90833333333333,64.95833333333333,6.7375
96,2008-09-10,0.0,887.525,20.8625,62.25,6.0125
97,2008-09-11,0.0,886.7208333333333,21.766666666666666,50.125,5.291666666666667
98,2008-09-12,0.0,885.375,22.40416666666667,44.583333333333336,4.058333333333334
99,2008-09-13,0.0,883.4625,23.5375,38.333333333333336,4.258333333333334
100,2008-09-14,0.0,883.4208333333332,23.2125,48.41666666666666,5.7250000000000005
101,2008-09-15,14.4,884.5708333333333,20.245833333333334,69.625,6.25
102,2008-09-16,18.2,885.5124999999999,17.275000000000002,84.08333333333333,4.258333333333334
103,2008-09-17,4.4,884.3541666666666,17.708333333333332,82.91666666666667,5.341666666666666
104,2008-09-18,0.6,884.1458333333334,14.445833333333333,87.08333333333333,6.854166666666667
105,2008-09-19,0.0,885.7666666666668,14.529166666666669,76.91666666666667,8.049999999999999
106,2008-09-20,0.0,885.4666666666667,15.141666666666666,80.41666666666667,7.3875
107,2008-09-21,2.6,883.8916666666668,15.145833333333334,89.41666666666667,4.4
108,2008-09-22,31.4,882.3666666666667,16.287499999999998,79.66666666666667,2.8708333333333336
109,2008-09-23,0.0,881.5625,16.804166666666667,52.458333333333336,3.2
110,2008-09-24,0.0,883.2333333333332,18.254166666666663,52.29166666666666,5.508333333333333
111,2008-09-25,0.0,885.1,17.845833333333335,63.625,7.375
112,2008-09-26,18.6,884.0416666666666,16.091666666666665,80.45833333333333,6.083333333333333
113,2008-09-27,4.2,881.7291666666666,15.283333333333331,88.41666666666667,2.216666666666667
114,2008-09-28,0.0,882.4666666666667,18.054166666666667,69.66666666666667,2.6375
115,2008-09-29,0.0,884.0708333333333,18.79583333333333,56.5,6.508333333333333
116,2008-09-30,0.0,884.4375,20.0875,66.0,5.083333333333333
117,2008-10-01,0.0,882.1541666666667,22.875,59.333333333333336,3.7083333333333335
118,2008-10-02,0.4,881.8041666666667,20.133333333333333,73.16666666666667,3.85
119,2008-10-03,0.0,882.3083333333334,21.570833333333336,64.70833333333333,3.170833333333333
120,2008-10-04,0.0,882.8458333333333,23.866666666666664,55.16666666666666,4.8625
121,2008-10-05,0.0,881.6416666666668,24.77083333333333,46.79166666666666,3.9333333333333336
122,2008-10-06,0.0,883.6999999999999,24.4625,52.833333333333336,5.266666666666667
123,2008-10-07,0.0,886.8708333333334,21.508333333333336,69.29166666666667,5.408333333333334
124,2008-10-08,0.0,886.8916666666668,19.7625,75.29166666666667,7.104166666666667
125,2008-10-09,0.6,887.3541666666666,14.6,82.75,7.154166666666666
126,2008-10-10,0.0,886.3375,16.433333333333334,73.54166666666667,6.7875000000000005
127,2008-10-11,0.0,885.5833333333334,17.166666666666668,70.95833333333333,6.991666666666667
128,2008-10-12,0.0,885.8583333333332,19.14583333333333,65.08333333333333,7.466666666666666
129,2008-10-13,0.0,885.6,20.633333333333333,67.54166666666667,6.258333333333333
130,2008-10-14,0.0,884.2333333333332,21.7875,59.91666666666666,5.2375
131,2008-10-15,3.6,883.9958333333334,23.191666666666663,53.875,4.154166666666667
132,2008-10-16,0.0,884.0,25.354166666666668,46.583333333333336,2.6166666666666667
133,2008-10-17,9.6,883.1166666666667,22.6125,62.583333333333336,6.033333333333334
134,2008-10-18,2.8000000000000003,881.9291666666667,21.3875,69.875,5.991666666666667
135,2008-10-19,23.0,883.4125,18.841666666666665,78.58333333333333,4.975
136,2008-10-20,15.6,886.5375,18.058333333333334,85.20833333333333,7.216666666666666
137,2008-10-21,0.0,886.4958333333334,19.154166666666665,74.41666666666667,6.925
138,2008-10-22,0.0,885.9666666666667,19.70833333333333,72.83333333333333,5.741666666666667
139,2008-10-23,0.0,884.9708333333333,21.054166666666667,60.708333333333336,5.304166666666666
140,2008-10-24,0.0,884.8208333333333,21.9375,54.833333333333336,4.941666666666666
141,2008-10-25,0.0,883.9833333333332,23.754166666666663,42.625,4.766666666666667
142,2008-10-26,0.0,883.3458333333333,24.454166666666666,41.04166666666666,4.045833333333333
143,2008-10-27,0.0,882.1958333333333,25.3,39.875,3.3000000000000003
144,2008-10-28,0.0,881.3249999999999,26.079166666666666,48.16666666666666,4.295833333333333
145,2008-10-29,0.0,881.275,22.7375,71.45833333333333,6.808333333333334
146,2008-10-30,0.0,882.35,22.2875,70.5,4.3500000000000005
147,2008-10-31,30.0,882.7708333333334,22.9125,69.91666666666667,3.8958333333333335
148,2008-11-01,0.4,883.3208333333333,20.391666666666666,81.58333333333333,5.866666666666667
149,2008-11-02,0.0,883.9833333333332,20.85833333333333,76.875,6.495833333333334
150,2008-11-03,0.0,883.5333333333333,22.995833333333334,63.41666666666666,3.579166666666667
151,2008-11-04,14.8,882.0916666666667,23.429166666666664,62.79166666666666,4.2625
