,Date,P,PrA,T,UR,VV
0,2007-06-02,4.0,918.5222222222224,24.444444444444443,52.22222222222222,2.2
1,2007-06-03,0.0,918.9666666666668,20.445833333333333,71.70833333333333,2.2291666666666665
2,2007-06-04,0.0,920.1833333333334,19.40833333333333,73.875,2.5083333333333333
3,2007-06-05,0.2,922.5541666666668,16.404166666666665,81.0,2.0708333333333333
4,2007-06-06,0.0,922.2333333333332,17.083333333333332,84.54166666666667,1.2083333333333333
5,2007-06-07,0.0,921.4791666666666,17.879166666666666,79.29166666666667,1.2666666666666666
6,2007-06-08,0.2,921.9875,17.366666666666667,82.20833333333333,0.9625
7,2007-06-09,0.0,922.1791666666668,17.6875,76.625,1.5833333333333333
8,2007-06-10,0.0,922.55,17.633333333333333,75.75,1.0333333333333334
9,2007-06-11,0.0,922.3055555555557,18.477777777777774,69.33333333333333,1.3222222222222222
10,2007-06-12,0.0,922.5875,17.045833333333334,74.79166666666667,0.8958333333333334
11,2007-06-13,0.2,921.5625,17.629166666666666,79.66666666666667,1.3541666666666667
12,2007-06-14,0.2,921.25,16.787499999999998,86.625,1.1583333333333334
13,2007-06-15,0.2,921.2375,17.270833333333332,78.91666666666667,1.1
14,2007-06-16,0.0,922.3333333333334,18.883333333333333,66.08333333333333,1.2208333333333334
15,2007-06-17,0.0,923.2666666666668,17.954166666666666,71.29166666666667,1.5208333333333333
16,2007-06-18,0.2,924.3958333333334,17.4875,74.625,1.1708333333333334
17,2007-06-19,0.0,924.7333333333332,16.783333333333335,72.45833333333333,1.5083333333333335
18,2007-06-20,0.0,925.8541666666666,16.604166666666668,74.33333333333333,2.316666666666667
19,2007-06-21,0.0,926.325,18.641666666666666,73.45833333333333,2.5458333333333334
20,2007-06-22,0.0,924.575,17.433333333333334,72.875,1.5625
21,2007-06-23,0.0,921.8166666666666,17.675,73.33333333333333,1.3833333333333335
22,2007-06-24,0.0,922.6458333333334,18.22083333333333,72.91666666666667,1.45
23,2007-06-25,0.0,925.0958333333332,17.233333333333334,76.375,1.5166666666666666
24,2007-06-26,0.0,925.8333333333334,17.645833333333332,78.75,2.2416666666666667
25,2007-06-27,0.0,924.7583333333332,18.066666666666663,72.79166666666667,1.6208333333333331
26,2007-06-28,0.0,923.2458333333334,17.091666666666665,75.16666666666667,1.275
27,2007-06-29,0.0,923.6958333333332,17.841666666666665,72.0,1.2
28,2007-06-30,0.0,924.5375,17.620833333333334,75.5,1.4375
29,2007-07-01,0.0,925.225,18.191666666666663,71.54166666666667,1.2333333333333334
30,2007-07-02,0.0,925.9333333333334,17.741666666666667,70.29166666666667,1.3916666666666666
31,2007-07-03,0.2,925.2541666666666,15.629166666666668,80.04166666666667,1.0166666666666666
32,2007-07-04,0.0,925.4291666666668,16.8625,80.16666666666667,1.6291666666666669
33,2007-07-05,0.0,926.0708333333332,16.791666666666668,85.0,1.7666666666666666
34,2007-07-06,0.0,924.9875,17.345833333333335,79.125,1.825
35,2007-07-07,0.2,923.2333333333332,16.808333333333334,74.66666666666667,1.4833333333333334
36,2007-07-08,0.0,922.8458333333332,17.366666666666667,75.875,1.4083333333333332
37,2007-07-09,0.2,923.4375,17.866666666666667,77.91666666666667,1.2083333333333333
38,2007-07-10,0.0,922.3083333333334,16.6375,76.625,1.7625000000000002
39,2007-07-11,0.2,921.5916666666668,17.308333333333334,69.5,1.2416666666666667
40,2007-07-12,0.0,923.3625,16.991666666666667,70.41666666666667,2.004166666666667
41,2007-07-13,0.0,923.9666666666668,17.158333333333335,70.79166666666667,1.4916666666666665
42,2007-07-14,0.0,922.2666666666668,17.129166666666666,67.83333333333333,1.2916666666666667
43,2007-07-15,0.0,920.3666666666668,18.216666666666665,62.41666666666666,1.1
44,2007-07-16,0.0,919.8583333333332,18.991666666666667,66.33333333333333,1.4208333333333334
45,2007-07-17,0.0,920.725,18.8,74.08333333333333,1.6875
46,2007-07-18,0.0,918.7333333333332,19.025,75.375,1.3916666666666666
47,2007-07-19,0.2,918.0416666666666,19.85833333333333,69.5,1.475
48,2007-07-20,0.0,921.6,17.875,81.625,2.308333333333333
