ds,P,PrA,T,UR,VV
2007-01-01,32.6,1016.8791666666666,23.7,90.91666666666669,1.2625
2007-01-02,36.2,1017.6791666666668,22.920833333333334,93.83333333333331,1.1375
2007-01-03,38.4,1017.2083333333334,22.275,93.66666666666669,0.9666666666666668
2007-01-04,5.2,1014.0666666666666,23.520833333333332,91.125,1.2208333333333334
2007-01-05,0.2,1012.7583333333332,25.770833333333332,80.45833333333333,2.6666666666666665
2007-01-06,0.0,1012.4916666666668,26.34166666666667,78.83333333333333,3.266666666666667
2007-01-07,0.0,1013.5416666666666,27.0625,75.08333333333333,2.8958333333333335
2007-01-08,0.0,1012.8166666666666,27.166666666666668,72.125,3.033333333333333
2007-01-09,0.0,1012.2458333333334,26.958333333333332,73.375,2.6958333333333333
2007-01-10,0.0,1010.9333333333334,27.1,72.95833333333333,2.908333333333333
2007-01-11,2.4,1010.5125,27.4625,74.91666666666667,2.5124999999999997
2007-01-12,0.0,1007.3208333333332,28.52916666666667,73.875,3.1875
2007-01-13,0.0,1003.7791666666668,28.225,75.45833333333333,2.2958333333333334
2007-01-14,47.4,1006.5,25.8625,87.83333333333333,1.6041666666666667
2007-01-15,13.0,1010.8125,24.3125,88.375,1.5333333333333332
2007-01-16,7.6,1013.425,24.4875,89.58333333333333,1.3791666666666669
2007-01-17,0.0,1014.3041666666668,25.733333333333334,80.79166666666667,2.2125
2007-01-18,0.0,1011.4375,28.416666666666668,69.58333333333333,2.966666666666667
2007-01-19,0.0,1010.3625,27.579166666666666,76.66666666666667,2.504166666666667
2007-01-20,0.0,1012.6416666666668,27.78333333333333,66.83333333333333,2.8625000000000003
2007-01-21,17.4,1011.7375,27.7125,74.45833333333333,2.5124999999999997
2007-01-22,0.0,1012.4333333333334,26.104166666666668,80.08333333333333,1.9833333333333336
2007-01-23,0.0,1012.8541666666666,24.958333333333332,77.125,1.9458333333333335
2007-01-24,0.4,1014.2083333333334,24.816666666666663,83.95833333333333,1.2916666666666667
2007-01-25,0.8,1013.25,26.441666666666663,83.41666666666667,1.55
2007-01-26,0.0,1012.3333333333334,27.983333333333334,72.29166666666667,2.6750000000000003
2007-01-27,0.0,1011.6875,27.7875,70.16666666666667,3.0875
2007-01-28,0.0,1012.1291666666666,27.6375,75.95833333333333,3.0041666666666664
2007-01-29,0.0,1012.0416666666666,27.75,72.70833333333333,3.3874999999999997
2007-01-30,0.0,1011.1458333333334,28.75,69.54166666666667,3.045833333333333
2007-01-31,1.6,1011.9,25.670833333333334,81.125,1.4916666666666665
2007-02-01,28.799999999999997,1012.4083333333332,26.2625,83.375,1.3375
2007-02-02,8.200000000000001,1011.3,27.40416666666667,77.54166666666667,2.1
2007-02-03,12.0,1010.575,24.708333333333332,92.54166666666669,1.1791666666666667
2007-02-04,0.2,1011.7666666666668,25.2625,84.04166666666667,1.5833333333333333
2007-02-05,10.8,1012.975,25.504166666666663,82.45833333333333,2.125
2007-02-06,0.2,1013.3333333333334,27.420833333333334,75.54166666666667,3.025
2007-02-07,0.0,1014.175,27.245833333333337,75.16666666666667,2.8708333333333336
2007-02-08,0.0,1015.475,26.745833333333337,75.95833333333333,2.1
2007-02-09,0.0,1017.5791666666668,26.2625,79.0,1.6833333333333331
2007-02-10,2.2,1016.825,25.933333333333337,80.625,1.8833333333333335
2007-02-11,0.0,1010.7083333333334,28.620833333333337,66.79166666666667,2.5124999999999997
2007-02-12,5.2,1010.7541666666666,24.90416666666667,81.25,1.6291666666666669
2007-02-13,0.4,1012.075,24.875,63.625,1.9833333333333336
2007-02-14,5.4,1011.5666666666666,22.758333333333336,83.625,1.325
2007-02-15,1.6,1011.3166666666666,22.995833333333337,88.04166666666667,1.1875
2007-02-16,0.0,1009.8166666666666,25.09583333333333,82.58333333333333,1.4958333333333331
2007-02-17,0.0,1009.4791666666666,25.479166666666668,83.375,1.7791666666666668
2007-02-18,1.2,1010.65,25.5625,85.70833333333333,1.8208333333333335
2007-02-19,0.0,1011.8708333333334,26.329166666666666,79.0,2.029166666666667
2007-02-20,6.0,1013.4041666666668,26.27916666666667,78.20833333333333,1.9041666666666668
2007-02-21,0.0,1015.0958333333332,26.079166666666666,76.04166666666667,2.0749999999999997
