,ds,V1
0,0,-1.2250415834158823
1,1,-0.9146328488424315
2,2,-0.5910566481586681
3,3,0.29822475342551663
4,4,0.7070898350802566
5,5,0.2192937316120388
6,6,0.5229231093275426
7,7,-0.315004848802414
8,8,0.2067250558145274
9,9,-0.581721449357214
10,10,1.2549303437054324
11,11,0.6174431541284008
12,12,-0.13526217343124258
13,13,0.12732875701359647
14,14,1.0263960031303712
15,15,1.5799604313171394
16,16,0.32215905982410475
17,17,-0.9982460674119176
18,18,0.8962406169791886
19,19,-0.16661324776610145
20,20,0.7079949956857139
21,21,-0.36331951743958746
22,22,0.5698561424695517
23,23,-1.1125571723250176
24,24,-0.15997763212760868
25,25,-0.4838158544495628
26,26,-1.0894358632210766
27,27,0.9145952011134022
28,28,-0.15510392105087512
29,29,-2.2396082316220847
30,30,0.18552085559126646
31,31,0.16732577479039903
32,32,-0.4014180086414445
33,33,-0.3452795195339986
34,34,1.9218214099063244
35,35,-1.160615788021988
36,36,1.6443318529088096
37,37,-2.0137483653063684
38,38,-0.20467264096358162
39,39,0.24472075250594744
40,40,-2.243173593923035
41,41,-1.1930608451132099
42,42,-0.7008988616671794
43,43,0.16228846666872043
44,44,-0.3302296597643836
45,45,-0.28205250168632184
46,46,1.125040127232492
47,47,0.8074539200081281
48,48,0.32609131727819346
49,49,-0.37498085164362066
50,50,0.14785224472223388
51,51,-0.1919518018111228
52,52,-0.9136759891961439
53,53,0.12383199137123366
54,54,-1.1198666327142341
55,55,0.35876698337048246
56,56,-1.5925095836904641
57,57,-1.4595043396893197
58,58,-0.8423229218842441
59,59,-0.4692660728642796
60,60,0.8880433418393338
61,61,0.7566717771455393
62,62,-1.497406619895668
63,63,-1.3827560072956067
64,64,0.6764862133888518
65,65,-0.46832136756043796
66,66,0.8545977558775403
67,67,0.04255903780318497
68,68,0.5280323983933178
69,69,0.30933144671680335
70,70,-0.3132409034040466
71,71,0.3334010059313219
72,72,-0.8198607282257665
73,73,2.7450973967039456
74,74,-0.2874222130364619
75,75,0.05763863930074464
76,76,-1.348788778210535
77,77,0.2950319914354178
78,78,2.3032860586040838
79,79,-0.053575968376197255
80,80,-1.908377173173841
81,81,-0.10107674008676952
82,82,-0.9123876833166216
83,83,1.3179829699177918
84,84,0.4513972973409798
85,85,0.7551201786534543
86,86,1.436354817114053
87,87,-0.19254358626082296
88,88,-0.8864704331471122
89,89,1.026535699912483
90,90,-0.5849974636750817
91,91,1.2300527633215956
92,92,-1.1538824641467635
93,93,-0.018997103623558827
94,94,0.5671782125651345
95,95,0.9997225287669005
96,96,-1.1771865262097496
97,97,0.9368498537522886
98,98,2.4979285204122905
99,99,3.8231440010209052
100,100,3.2029396833970285
101,101,1.1447740941275195
102,102,0.6250292338156762
103,103,2.4800442910469087
104,104,1.2662932785299041
105,105,0.2643811228317958
106,106,3.019257777020548
107,107,2.548588654306246
108,108,1.4664981768763392
109,109,0.45395270990895287
110,110,1.033097144734411
111,111,0.6123859372374174
112,112,2.3476068539653325
113,113,0.031573617382252506
114,114,-0.5271097835796974
115,115,0.8802009417619623
116,116,1.7745943167163665
117,117,-0.37340332213415905
118,118,0.45161605536751837
119,119,1.2170781363485905
120,120,2.860995373112126
121,121,1.3427273121937828
122,122,2.1101603334062595
123,123,1.4018474004480264
124,124,1.0574053365256273
125,125,1.2148642222341381
126,126,4.033650784650574
127,127,1.5369195328725098
128,128,-0.17628819581297828
129,129,2.2313566465980914
130,130,2.405149433624392
131,131,-0.34982887889752146
132,132,-1.0043871087602514
133,133,2.3511903254987074
134,134,3.5498170821605206
135,135,3.0266394121367037
136,136,2.6530241621225326
137,137,2.852598450006578
138,138,1.785667086256835
139,139,0.7101510530929172
140,140,-0.8168305652826335
141,141,0.9730289787883513
142,142,1.6857201586080208
143,143,1.7197233989367833
144,144,1.5062334467914544
145,145,2.354634402987683
146,146,-0.29662841531028517
147,147,1.707905001215161
148,148,1.4119426917232738
149,149,1.4763951506825825
150,150,0.9598281625519466
151,151,1.2445863475934853
152,152,0.3961523734844876
153,153,-0.619315578899462
154,154,0.3703512795369803
155,155,1.79944060337313
156,156,2.6404418199915005
157,157,0.4392138158315788
158,158,1.2387471365966096
159,159,1.2806571259762625
160,160,2.534359924574206
161,161,1.9467675596779386
162,162,1.597824727758468
163,163,1.1423324423743098
164,164,1.962346936568435
165,165,2.450458541796748
166,166,0.13972135521097195
167,167,1.308034355691255
168,168,0.5131437527331941
169,169,4.357255174393051
170,170,-0.4857118438119983
171,171,1.9434923912879154
172,172,1.4704371308853594
173,173,0.6225447833260043
174,174,0.8162092369533394
175,175,2.14631577828609
176,176,-0.3558403179387175
177,177,3.5501556068290157
178,178,2.478861191606171
179,179,2.3358971619946107
180,180,1.253897823574451
181,181,2.1696099201011094
182,182,1.073735454787726
183,183,0.4077137963988511
184,184,2.7049099438648136
185,185,0.5542856233954836
186,186,-0.7232196667378963
187,187,1.3581997678155568
188,188,1.8319630431167289
189,189,0.5860585619187731
190,190,1.8985704957608325
191,191,1.7133368220985155
192,192,0.9656574823254727
193,193,2.7897401859940545
194,194,0.30415499250897526
195,195,1.5412936714136782
196,196,-0.11507849083634603
197,197,1.0396291092492118
198,198,1.8662409949445027
199,199,2.758151283325566
200,200,0.9845340180015977
201,201,0.921861471666658
202,202,0.5580857332053799
203,203,1.3830544908027729
204,204,0.20560516548838348
205,205,1.6050719075996915
206,206,-0.7520482323303939
207,207,2.427466993445388
208,208,0.7709767771121755
209,209,1.4318714572364801
210,210,0.46055565546131727
211,211,2.0199752666672337
212,212,0.8709621703563029
213,213,0.2079734967437019
214,214,1.9802912458184485
215,215,1.2708997319401942
216,216,2.5204324522710015
217,217,1.8811324195948684
218,218,0.6258518546189867
219,219,1.7409261858836802
220,220,2.5516911617554534
221,221,1.9118952041575101
222,222,2.8877212052868506
223,223,1.5297272744417647
224,224,-0.2669138099949344
225,225,2.384360607752158
226,226,3.0059465022504046
227,227,2.2932958468887974
228,228,2.8551796334769666
229,229,0.7216620144621412
230,230,1.5511606093657657
231,231,2.724391173515029
232,232,0.52014822283928
233,233,0.7270783930568702
234,234,2.4687665861772183
235,235,1.9405709231454569
236,236,2.004636207818966
237,237,-0.16339405756819803
238,238,1.9621259940257196
239,239,1.459632066671676
240,240,0.25737523525696915
241,241,0.8983672596034672
242,242,0.46420735337266494
243,243,-0.24242023254671174
244,244,1.1528388375051004
