,ds,V1
0,0,-0.9919437828755892
1,1,-0.8535748455470518
2,2,-0.026521208511977975
3,3,-0.595665868739442
4,4,-1.5279990524748959
5,5,0.8175732201119512
6,6,-0.6130686924245204
7,7,0.014192386384661783
8,8,0.5438468676443678
9,9,0.0060059956224865095
10,10,0.23921097705745736
11,11,0.688280733772434
12,12,-0.297192600720204
13,13,-0.5311631919609107
14,14,-0.16509372748279658
15,15,-0.03315974780648032
16,16,-0.1600387252238087
17,17,-2.154667685802574
18,18,1.6662359908898228
19,19,-1.365035090673375
20,20,-1.1294649313214589
21,21,0.1549458707778167
22,22,-1.08916370347504
23,23,-0.2782578372400065
24,24,1.2581536098189345
25,25,-0.700535001372299
26,26,0.5374859654579444
27,27,-1.4752103832803212
28,28,-0.8838429977255047
29,29,-1.3581110343876488
30,30,0.6197451499347576
31,31,-0.22726585885979836
32,32,1.376827178854913
33,33,1.591978094839107
34,34,0.3816581181428204
35,35,1.174368939718677
36,36,-1.0644832999321574
37,37,0.6644698169471744
38,38,-0.5174982947778483
39,39,-0.723881286666639
40,40,-0.10425220661233425
41,41,-0.5302713700366019
42,42,1.0530973290676189
43,43,-1.0529899787270722
44,44,0.41700997505626897
45,45,-1.3217756005749617
46,46,-1.8817502974473765
47,47,0.08468859769375929
48,48,0.5746187672142965
49,49,-0.30225759898526217
50,50,1.1601386618321725
51,51,-2.0999803787429805
52,52,-0.954384906922246
53,53,2.0359396593441264
54,54,-0.2539013083208501
55,55,0.657159488917574
56,56,0.6279765711657186
57,57,2.2485060114229345
58,58,0.9723904878503694
59,59,-0.36895489992508235
60,60,-2.3116384234626994
61,61,1.6658705010431742
62,62,0.656930605166791
63,63,0.8799127191037583
64,64,0.16523862027278913
65,65,-0.06487810670877074
66,66,-0.7097102947664827
67,67,-1.9160609743395633
68,68,-0.9838663012373472
69,69,-0.11569619796483087
70,70,-0.20116381581787485
71,71,-0.31315686071412163
72,72,-1.4402591027454053
73,73,0.7570420362286632
74,74,-0.27848537072952667
75,75,0.349377615302771
76,76,2.3185252607341873
77,77,0.8864600649267761
78,78,0.853638491909242
79,79,-0.48526876212891773
80,80,-0.9081831063166915
